"","GN14.1","GN14.2","GN14.3","GN14.4","GN14.5","GN14.6","GN14.7","GN14.8","GN14.9","GN14.10","GN18.1","GN18.2","GN18.3","GN18.4","GN18.5","GN18.6","GN18.7","GN18.8","GN18.9","GN18.10","GN41.1","GN41.2","GN41.3","GN41.4","GN41.5","GN41.6","GN41.7","GN41.8","GN41.9","GN41.10","GN81.1","GN81.2","GN81.3","GN81.4","GN81.5","GN81.6","GN81.7","GN81.8","GN81.9","GN81.10","MF.1","MF.2","MF.3","MF.4","MF.5","MF.6","MF.7","MF.8","MF.9","MF.10","OT16.1","OT16.2","OT16.3","OT16.4","OT16.5","OT16.6","OT16.7","OT16.8","OT16.9","OT16.10","TLC1.1","TLC1.2","TLC1.3","TLC1.4","TLC1.5","TLC1.6","TLC1.7","TLC1.8","TLC1.9","TLC1.10","TLC2.1","TLC2.2","TLC2.3","TLC2.4","TLC2.5","TLC2.6","TLC2.7","TLC2.8","TLC2.9","TLC2.10","TN.1","TN.2","TN.3","TN.4","TN.5","TN.6","TN.7","TN.8","TN.9","TN.10"
"1",17,12,25,16,13,14,13,16,9,12,0,0,0,0,0,0,0,0,0,0,16,19,17,12,17,16,13,14,11,11,0,0,0,0,0,0,0,0,0,0,25,19,18,18,17,17,14,17,10,13,2,2,0,2,0,1,2,0,0,1,28,14,15,15,11,18,10,12,12,10,18,22,19,12,13,13,14,14,12,13,0,2,4,3,2,0,0,0,0,1
"2",3,4,2,5,5,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,4,2,4,5,4,2,3,4,1,4,0,0,0,0,0,0,0,0,0,0,2,6,7,1,6,4,2,1,4,2,0,0,0,0,0,0,0,0,0,0,5,1,5,3,3,5,3,3,1,2,1,0,2,5,1,6,2,8,2,4,0,0,0,1,0,0,0,0,0,0
"3",5,6,2,4,5,3,6,3,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,3,1,3,5,2,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2,4,1,4,4,2,3,0,0,0,0,0,1,0,0,0,1,4,4,2,5,1,2,4,3,0,3,5,4,3,2,1,4,4,2,0,0,0,1,0,1,0,0,1,0,0,0
"4",5,7,2,5,7,3,3,2,5,1,0,0,0,0,0,0,0,0,0,0,5,7,4,5,5,6,1,4,1,1,0,0,0,0,0,0,0,0,0,0,4,3,3,5,3,4,4,4,2,6,0,0,0,0,1,0,0,0,0,0,9,6,2,2,4,7,3,6,5,1,6,6,4,2,5,2,5,3,4,4,0,1,0,0,0,0,1,2,0,0
"5",5,4,8,5,4,8,6,5,2,9,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,7,5,4,4,4,0,0,0,0,0,0,0,0,0,0,7,11,5,6,3,3,6,5,3,6,0,0,0,0,0,1,0,0,1,0,7,9,6,8,5,5,5,5,5,6,5,6,4,8,8,4,3,7,0,5,0,1,0,0,0,0,0,1,1,0
"6",6,5,7,2,3,3,8,7,7,5,0,0,0,0,0,0,0,0,0,0,6,7,5,2,4,3,3,5,4,5,0,0,0,0,0,0,0,0,0,0,6,6,3,2,9,7,6,4,5,3,0,0,0,0,0,1,1,1,0,0,6,9,6,3,3,8,6,4,4,4,9,6,5,6,5,5,2,4,4,2,2,0,0,0,2,0,1,1,0,0
"7",9,5,8,4,5,8,3,4,8,4,0,0,0,0,0,0,0,0,0,0,7,5,8,6,5,7,5,5,4,6,0,0,0,0,0,0,0,0,0,0,10,6,7,9,3,5,8,6,7,8,1,1,0,0,0,0,0,0,0,0,10,8,7,7,5,6,6,10,3,9,10,7,5,10,6,3,7,5,5,4,0,0,0,2,2,0,0,0,0,0
"8",8,4,4,5,5,5,7,5,4,6,0,0,0,0,0,0,0,0,0,0,5,4,2,4,4,3,1,3,2,4,0,0,0,0,0,0,0,0,0,0,2,6,6,4,6,6,5,5,6,1,0,1,0,0,0,0,0,1,0,0,5,3,4,7,2,7,4,3,4,4,6,6,4,7,6,5,5,1,2,2,1,0,1,0,0,0,0,2,0,0
"9",9,3,4,6,7,10,6,4,5,8,0,0,0,0,0,0,0,0,0,0,3,5,4,4,9,8,5,3,3,4,0,0,0,0,0,0,0,0,0,0,5,6,8,6,4,5,4,3,5,4,2,0,2,0,0,0,0,0,0,0,9,6,9,2,6,6,7,2,6,6,8,8,7,6,3,4,5,8,5,6,0,0,0,1,0,0,0,0,2,0
"10",6,11,10,14,13,9,10,8,6,14,0,0,0,0,0,0,0,0,0,0,8,9,10,9,15,12,10,6,8,6,0,0,0,0,0,0,0,0,0,0,7,14,12,10,15,8,10,9,9,4,1,0,0,0,1,3,0,1,2,0,10,6,17,8,8,9,11,9,10,12,9,9,11,14,7,12,10,15,5,10,2,0,0,0,1,1,2,0,3,1
"11",6,3,7,7,5,5,6,10,3,5,0,0,0,0,0,0,0,0,0,0,11,6,7,9,12,7,6,3,4,7,0,0,0,0,0,0,0,0,0,0,15,10,9,10,2,5,7,8,4,2,1,1,0,0,0,0,0,0,0,0,13,10,6,7,3,8,5,4,4,4,11,7,9,8,3,4,5,4,2,5,1,1,1,0,0,1,1,0,0,0
"12",4,5,2,5,5,5,1,3,3,1,0,0,0,0,0,0,0,0,0,0,5,2,1,5,2,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,1,2,5,2,5,0,0,1,1,0,0,0,1,0,0,6,6,5,2,7,4,2,4,4,5,4,5,4,7,4,4,2,1,5,1,1,1,1,0,0,0,1,0,1,0
"13",11,15,16,14,14,15,15,10,10,7,0,0,0,0,0,0,0,0,0,0,16,15,16,10,11,16,13,12,11,8,0,0,0,0,0,0,0,0,0,0,14,9,11,13,12,14,12,15,15,15,0,0,0,0,0,0,0,0,0,0,16,11,12,10,13,15,7,12,10,8,13,12,10,14,15,12,13,7,5,11,3,1,2,1,2,1,0,3,0,5
"14",6,3,4,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,7,3,4,3,6,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,10,7,6,2,4,3,5,2,4,5,0,0,0,0,0,0,0,0,0,0,7,3,3,2,3,2,6,4,3,4,6,0,5,1,1,2,4,2,2,1,1,0,1,0,0,1,0,0,0,0
"15",8,3,4,3,7,4,6,5,5,1,0,0,0,0,0,0,0,0,0,0,5,3,7,4,8,4,2,7,4,3,0,0,0,0,0,0,0,0,0,0,9,5,6,6,5,4,5,5,1,2,0,0,1,0,0,0,0,0,0,0,6,3,4,3,3,3,3,2,5,1,5,5,4,5,2,5,5,3,5,2,1,0,0,2,0,0,0,0,0,0
"16",9,4,8,3,2,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,6,6,2,6,6,3,5,5,2,5,0,0,0,0,0,0,0,0,0,0,7,3,6,5,6,2,1,4,4,1,0,0,0,0,0,0,0,0,0,1,5,2,6,5,5,4,4,2,4,6,5,4,7,3,1,6,2,3,2,1,0,0,0,0,0,0,1,1,0,0
"17",3,10,11,6,11,8,7,11,9,5,0,0,0,0,0,0,0,0,0,0,9,10,12,13,12,6,10,10,6,6,0,0,0,0,0,0,0,0,0,0,9,11,10,12,7,10,4,6,5,7,0,0,0,0,0,1,0,2,0,1,9,11,6,6,6,7,9,8,10,5,6,4,7,7,6,11,7,9,5,4,0,1,0,1,1,1,1,1,2,0
"18",8,10,6,4,4,5,7,4,1,4,0,0,0,0,0,0,0,0,0,0,6,9,8,5,6,6,6,7,5,8,0,0,0,0,0,0,0,0,0,0,12,9,9,4,2,7,3,4,5,4,0,0,1,0,1,0,0,1,0,0,12,8,9,6,11,9,7,4,6,4,6,10,5,1,6,7,2,9,3,7,1,0,2,1,0,1,0,2,0,0
"19",6,2,4,2,2,3,4,1,3,2,0,0,0,0,0,0,0,0,0,0,4,1,7,2,1,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,2,3,3,2,1,0,1,0,0,1,0,0,0,0,0,2,2,3,4,4,2,3,2,2,3,3,2,2,2,2,3,3,2,3,2,0,0,0,0,0,0,1,0,0,0
"20",6,12,7,6,4,7,3,4,5,4,0,0,0,0,0,0,0,0,0,0,10,4,8,5,5,5,6,6,6,3,0,0,0,0,0,0,0,0,0,0,6,5,1,6,9,5,6,8,4,6,2,0,0,0,0,0,0,0,1,0,8,7,6,6,5,5,3,4,2,5,9,5,8,5,7,8,7,8,6,5,0,0,0,1,0,0,0,1,0,0
"21",6,9,6,5,4,6,6,5,6,4,0,0,0,0,0,0,0,0,0,0,3,6,9,5,6,8,5,5,4,10,0,0,0,0,0,0,0,0,0,0,8,11,8,4,4,8,4,7,8,8,0,0,0,0,0,0,1,0,0,0,8,9,5,7,6,6,4,7,5,5,6,6,7,6,4,5,6,4,4,6,0,1,0,2,0,1,2,0,1,0
"22",3,6,4,4,7,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,4,3,4,5,1,3,3,4,0,3,0,0,0,0,0,0,0,0,0,0,5,6,5,6,3,6,3,2,1,3,0,0,0,0,0,0,0,0,0,0,7,3,4,2,3,2,2,5,1,2,4,4,3,3,2,5,1,1,4,1,2,0,0,1,0,0,2,0,0,0
"23",7,7,4,6,4,2,3,5,4,4,0,0,0,0,0,0,0,0,0,0,5,4,6,6,6,5,7,7,2,3,0,0,0,0,0,0,0,0,0,0,6,9,4,5,5,5,6,4,2,5,0,0,0,0,0,1,0,0,0,0,8,7,5,2,9,3,3,3,3,4,5,4,5,7,7,3,4,4,4,4,0,2,1,1,0,0,1,0,1,0
"24",2,1,3,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,3,1,2,1,0,0,0,0,0,0,0,1,0,0,3,2,4,1,1,1,3,2,1,1,2,1,1,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0
"25",6,8,6,7,8,5,6,3,3,5,0,0,0,0,0,0,0,0,0,0,8,5,7,2,7,6,8,3,5,4,0,0,0,0,0,0,0,0,0,0,9,9,9,6,10,2,5,5,2,5,1,0,0,0,0,1,0,0,0,0,11,9,10,7,8,4,3,4,3,4,12,9,6,6,6,5,6,4,5,2,1,1,0,1,1,0,0,0,0,0
"26",8,6,3,5,6,5,10,2,7,5,0,0,0,0,0,0,0,0,0,0,9,7,4,4,8,5,6,3,4,4,0,0,0,0,0,0,0,0,0,0,7,6,5,4,4,4,7,4,4,2,0,0,0,0,1,0,0,1,0,0,5,9,5,6,5,7,6,4,4,3,8,8,2,7,4,2,5,9,3,5,3,0,0,1,0,3,0,0,0,0
"27",9,12,6,11,8,9,5,7,11,10,0,0,0,0,0,0,0,0,0,0,9,13,17,9,8,11,8,6,6,7,0,0,0,0,0,0,0,0,0,0,11,18,12,8,5,10,7,7,7,8,0,0,0,0,0,0,0,0,1,0,10,11,5,8,6,4,9,8,6,7,7,9,6,12,9,12,6,9,8,6,1,3,1,0,0,4,2,0,0,1
"28",4,9,7,3,6,5,3,5,2,3,0,0,0,0,0,0,0,0,0,0,7,7,6,6,6,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,6,3,5,5,7,2,4,4,3,3,1,0,2,0,0,1,0,1,0,0,4,4,7,3,3,4,5,4,0,4,6,4,8,4,3,3,3,4,4,2,0,0,0,0,1,0,1,1,0,0
"29",12,13,7,16,11,11,10,11,10,4,0,0,0,0,0,0,0,0,0,0,15,12,10,9,14,14,11,11,6,8,0,0,0,0,0,0,0,0,0,0,12,15,11,8,20,14,13,6,8,9,0,0,2,3,0,0,0,1,0,0,13,11,9,13,14,10,14,10,4,4,14,9,14,11,9,5,9,7,18,10,0,3,0,0,0,2,0,1,0,0
"30",5,3,7,8,4,4,5,6,7,8,0,0,0,0,0,0,0,0,0,0,3,7,10,6,6,3,10,5,4,5,0,0,0,0,0,0,0,0,0,0,8,9,9,6,7,6,6,6,3,7,0,0,0,1,0,0,1,0,0,0,4,8,8,5,8,9,7,5,7,6,8,5,8,5,4,4,3,5,3,7,0,0,0,2,1,2,0,0,0,1
"31",3,7,4,3,4,4,2,1,6,4,0,0,0,0,0,0,0,0,0,0,6,5,4,5,6,3,4,3,6,2,0,0,0,0,0,0,0,0,0,0,10,2,8,5,2,7,4,4,0,5,1,0,1,0,1,1,0,0,0,0,4,2,10,6,5,4,6,3,2,4,9,3,9,5,3,3,5,2,3,3,2,1,1,1,0,0,0,0,0,0
"32",12,9,12,6,11,4,7,8,9,6,0,0,0,0,0,0,0,0,0,0,9,14,8,8,6,8,8,10,8,5,0,0,0,0,0,0,0,0,0,0,15,8,11,8,6,8,7,1,4,9,0,0,0,0,0,0,1,0,0,0,17,7,7,10,4,7,3,5,7,9,7,7,9,4,5,3,6,11,3,2,1,0,0,1,3,0,0,0,1,0
"33",7,7,11,4,7,8,4,4,7,6,0,0,0,0,0,0,0,0,0,0,8,10,9,12,8,6,7,7,1,8,0,0,0,0,0,0,0,0,0,0,9,8,10,6,10,8,4,9,5,5,1,0,1,0,0,0,1,0,1,0,8,15,8,10,6,6,7,4,2,3,11,10,8,7,4,2,9,3,5,6,0,2,0,1,1,1,0,0,0,0
"34",0,3,2,1,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,3,2,3,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,2,3,1,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"35",6,4,3,5,5,6,4,5,1,5,0,0,0,0,0,0,0,0,0,0,4,4,5,6,4,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,4,2,6,2,3,7,4,4,2,5,0,0,0,0,1,0,0,0,0,0,3,7,2,3,5,4,0,3,2,1,6,4,6,4,3,4,5,4,3,3,1,1,1,0,0,1,0,1,0,0
"36",7,4,11,10,7,11,6,6,7,6,0,0,0,0,0,0,0,0,0,0,12,7,6,4,5,9,10,5,6,5,0,0,0,0,0,0,0,0,0,0,5,10,8,9,7,10,8,9,9,6,1,0,0,0,2,0,0,0,2,0,14,5,10,7,3,10,8,4,5,4,7,7,11,5,5,8,4,4,5,5,0,0,1,3,0,0,0,1,0,0
"37",4,2,1,4,5,3,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,3,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,4,2,4,0,2,2,2,3,3,3,0,1,0,4,0,0,0,1,0,0,0,0,0,0
"38",1,4,4,3,2,4,2,1,4,4,0,0,0,0,0,0,0,0,0,0,4,1,4,2,6,5,9,2,5,2,0,0,0,0,0,0,0,0,0,0,2,5,3,5,0,2,4,3,5,4,0,0,0,0,0,2,0,0,0,0,7,3,6,3,2,5,3,6,1,4,6,3,5,2,1,3,4,2,4,4,0,3,0,2,0,0,0,0,0,0
"39",8,4,8,6,5,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,9,9,5,3,2,4,6,5,3,2,0,0,0,0,0,0,0,0,0,0,7,2,7,3,4,6,6,5,4,3,0,0,0,0,0,0,0,1,1,0,3,6,6,7,3,4,6,5,1,4,7,5,6,4,4,4,4,5,0,2,1,0,0,0,0,0,2,0,2,2
"40",4,8,5,3,1,7,5,6,3,4,0,0,0,0,0,0,0,0,0,0,7,5,5,2,5,5,5,8,3,1,0,0,0,0,0,0,0,0,0,0,6,6,11,5,4,4,4,7,3,6,1,0,0,0,0,0,0,0,0,1,5,7,7,8,5,2,6,3,5,1,7,6,8,3,2,5,5,1,4,4,0,0,1,0,0,1,0,0,0,0
"41",3,6,6,6,5,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,6,9,8,9,5,7,4,5,3,4,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,5,4,5,4,7,0,1,0,0,0,0,0,0,0,0,4,4,6,4,6,1,5,6,3,2,7,9,6,5,7,4,9,5,4,5,3,0,0,0,0,0,0,0,0,0
"42",11,6,9,5,7,6,6,7,1,3,0,0,0,0,0,0,0,0,0,0,7,7,9,6,10,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,5,6,7,7,8,6,4,3,2,2,0,0,1,0,0,0,0,0,0,0,8,5,4,5,4,2,8,4,4,3,3,8,9,7,4,5,5,5,3,1,1,0,0,1,1,1,0,0,0,0
"43",7,4,3,4,4,8,2,3,9,1,0,0,0,0,0,0,0,0,0,0,5,5,4,2,6,4,4,2,2,6,0,0,0,0,0,0,0,0,0,0,8,7,3,4,6,6,2,5,3,2,0,0,0,1,1,0,0,0,0,0,8,2,7,2,4,3,5,3,0,3,5,6,3,1,5,5,2,1,3,4,1,0,0,0,1,0,0,1,0,0
"44",3,2,5,3,3,4,4,6,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,5,4,5,3,2,3,3,0,0,0,0,0,0,0,0,0,0,6,6,3,3,3,1,7,7,3,2,0,0,0,0,1,0,0,0,0,0,5,6,1,3,2,2,2,1,3,5,5,6,3,4,8,4,2,5,2,4,0,1,0,1,0,0,0,0,0,0
"45",8,7,6,8,10,10,4,4,4,5,0,0,0,0,0,0,0,0,0,0,9,9,8,4,3,4,7,2,8,3,0,0,0,0,0,0,0,0,0,0,8,8,7,7,6,4,6,6,4,6,0,0,0,0,1,0,1,0,1,0,6,7,8,6,8,5,7,4,2,5,7,6,4,8,3,11,4,4,6,3,1,0,0,1,1,0,0,0,0,2
"46",3,4,3,4,4,5,4,6,4,4,0,0,0,0,0,0,0,0,0,0,6,3,7,4,6,5,3,4,1,5,0,0,0,0,0,0,0,0,0,0,4,3,5,5,3,5,6,3,3,3,1,1,0,0,2,0,0,1,0,0,7,4,5,2,1,6,3,3,2,3,1,3,3,1,5,4,4,1,3,6,0,0,0,1,1,0,0,0,0,0
"47",4,4,8,5,5,6,6,8,3,5,0,0,0,0,0,0,0,0,0,0,7,10,4,8,6,2,3,8,7,3,0,0,0,0,0,0,0,0,0,0,4,3,8,4,6,2,6,4,4,4,0,0,0,0,0,0,0,0,1,0,9,9,5,3,4,7,5,5,2,2,8,5,3,4,2,5,2,3,4,3,0,0,0,1,1,0,0,0,0,0
"48",9,10,5,7,9,6,6,5,6,9,0,0,0,0,0,0,0,0,0,0,5,8,8,5,8,9,4,7,6,6,0,0,0,0,0,0,0,0,0,0,7,12,7,7,5,5,5,4,4,5,0,0,1,1,0,2,0,0,0,1,5,9,7,10,9,5,6,9,6,5,9,6,8,10,10,5,4,6,6,7,0,0,0,0,0,1,2,0,0,1
"49",5,6,6,5,6,7,6,5,4,4,0,0,0,0,0,0,0,0,0,0,3,2,6,4,4,3,4,4,1,4,0,0,0,0,0,0,0,0,0,0,8,6,6,2,4,4,6,4,1,6,0,0,0,0,1,0,0,0,0,0,6,4,4,1,6,5,6,3,3,4,7,6,6,3,2,2,3,6,4,2,0,0,1,1,1,0,1,0,1,0
"50",3,10,5,7,3,5,4,3,4,3,0,0,0,0,0,0,0,0,0,0,7,9,3,7,2,5,4,3,4,3,0,0,0,0,0,0,0,0,0,0,6,2,6,7,7,4,2,4,4,4,0,0,0,1,0,0,0,0,0,0,7,4,7,5,7,2,3,8,3,6,2,7,3,2,4,8,3,1,1,2,0,0,0,0,0,0,0,0,0,0
"51",6,6,7,7,2,2,3,7,6,5,0,0,0,0,0,0,0,0,0,0,6,5,8,6,5,2,7,6,3,2,0,0,0,0,0,0,0,0,0,0,4,7,6,6,3,3,8,4,5,4,0,0,1,0,0,0,0,0,1,1,2,7,5,6,6,6,4,8,4,6,4,10,4,4,3,5,6,4,3,4,0,1,0,0,0,1,0,1,0,1
"52",11,12,9,9,10,10,15,16,4,13,0,0,0,0,0,0,0,0,0,0,12,4,9,10,15,9,8,8,13,8,0,0,0,0,0,0,0,0,0,0,15,15,13,12,15,14,12,12,10,11,0,2,0,0,2,0,0,0,0,0,12,6,12,11,12,12,15,13,6,10,9,15,11,9,6,6,12,10,8,11,1,0,0,3,1,1,0,0,0,1
"53",6,4,6,9,2,7,1,5,3,2,0,0,0,0,0,0,0,0,0,0,4,4,4,8,5,2,3,3,2,5,0,0,0,0,0,0,0,0,0,0,2,3,3,5,4,5,4,6,3,2,0,0,0,1,0,1,0,0,0,1,9,7,3,6,5,7,2,7,4,5,3,7,5,4,7,4,4,3,2,3,1,0,1,1,0,1,0,0,0,0
"54",8,3,4,9,6,4,5,3,5,4,0,0,0,0,0,0,0,0,0,0,8,11,5,6,2,5,4,8,7,4,0,0,0,0,0,0,0,0,0,0,7,5,5,2,4,7,3,2,5,3,1,0,0,0,0,0,0,0,0,1,9,4,7,5,7,6,2,5,2,3,9,5,5,5,4,4,5,2,2,2,1,0,0,1,1,0,0,0,0,0
"55",6,5,7,3,5,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,9,8,12,4,4,6,5,3,5,2,0,0,0,0,0,0,0,0,0,0,9,6,8,7,6,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,8,4,6,7,4,8,4,2,3,2,6,2,5,6,2,5,4,2,3,2,0,2,0,0,0,0,0,0,0,0
"56",9,6,6,7,6,6,6,10,5,5,0,0,0,0,0,0,0,0,0,0,5,8,10,5,4,9,7,4,3,7,0,0,0,0,0,0,0,0,0,0,9,6,7,10,9,7,8,6,5,5,2,2,0,0,0,0,0,0,0,1,6,5,7,7,5,4,11,7,9,3,8,9,5,9,6,7,3,8,5,4,0,5,4,0,1,3,1,0,0,0
"57",7,2,7,6,6,6,5,3,4,5,0,0,0,0,0,0,0,0,0,0,5,12,8,9,4,8,4,4,5,2,0,0,0,0,0,0,0,0,0,0,7,6,7,9,9,1,6,4,5,5,0,2,1,0,1,0,1,0,0,0,6,11,7,11,8,2,5,5,4,4,7,6,4,8,6,4,2,2,3,3,0,1,0,0,1,1,0,0,0,0
"58",6,2,6,8,3,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,9,9,6,5,7,7,6,4,7,2,0,0,0,0,0,0,0,0,0,0,5,8,6,1,2,3,5,4,6,3,0,1,2,1,0,0,1,1,0,0,4,5,8,2,4,6,1,4,5,8,5,13,6,6,4,4,4,7,1,8,0,1,1,0,0,0,0,0,1,0
"59",3,3,0,3,5,1,6,3,5,4,0,0,0,0,0,0,0,0,0,0,3,1,3,4,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,4,6,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,3,4,2,5,2,3,3,5,0,3,3,3,4,3,1,0,0,1,0,0,0,1,0,1,1
"60",6,11,4,4,4,5,1,3,7,3,0,0,0,0,0,0,0,0,0,0,6,5,7,10,7,4,1,7,3,5,0,0,0,0,0,0,0,0,0,0,6,3,3,5,8,9,4,6,6,5,0,0,0,0,0,0,0,0,0,0,8,8,4,7,7,6,4,4,4,3,4,4,4,9,4,3,6,4,6,4,1,0,0,1,1,0,0,0,3,1
"61",10,4,5,10,7,4,12,3,3,5,0,0,0,0,0,0,0,0,0,0,9,5,5,8,9,7,6,4,4,5,0,0,0,0,0,0,0,0,0,0,9,5,6,5,7,9,5,3,4,6,0,1,0,0,0,0,0,0,1,1,7,1,4,6,6,8,4,5,6,4,8,7,8,6,6,2,7,6,6,5,1,1,0,0,0,0,1,0,0,2
"62",4,3,5,6,3,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,9,6,4,4,4,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,3,11,3,8,3,2,4,5,4,4,0,0,0,1,0,0,0,1,1,0,6,5,7,1,7,6,2,4,4,2,8,4,9,5,3,2,2,2,3,5,0,1,1,1,2,0,0,0,0,0
"63",8,7,1,2,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,5,3,3,1,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6,1,2,1,4,3,2,2,3,1,0,0,0,0,0,0,0,0,0,5,2,6,3,4,2,2,1,3,0,5,2,2,5,4,2,3,1,2,3,0,0,0,0,1,0,0,0,0,0
"64",11,10,16,6,3,11,8,10,7,7,0,0,0,0,0,0,0,0,0,0,7,13,9,10,6,9,5,8,3,6,0,0,0,0,0,0,0,0,0,0,7,9,8,7,10,11,9,4,6,7,0,0,0,0,0,0,0,0,0,0,11,8,5,5,7,4,7,4,3,6,11,6,7,7,8,7,6,3,6,6,0,0,4,0,1,0,0,1,2,0
"65",8,8,8,5,4,8,10,7,7,6,0,0,0,0,0,0,0,0,0,0,15,10,7,5,4,5,9,8,6,1,0,0,0,0,0,0,0,0,0,0,8,5,10,7,7,5,5,5,7,5,2,0,0,0,0,2,0,0,0,0,9,9,11,6,4,4,4,4,6,8,8,7,9,5,10,3,7,3,2,4,1,0,0,1,0,0,0,1,0,0
"66",5,5,3,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,8,4,4,5,4,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,7,3,7,1,2,3,4,1,2,0,0,0,0,1,0,0,0,0,0,0,6,6,4,2,0,0,2,2,2,1,4,5,2,3,2,3,0,2,3,1,0,1,0,0,0,0,0,0,1,0
"67",6,3,3,2,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,1,1,3,2,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,5,3,2,4,1,0,3,0,2,1,1,3,4,3,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0
"68",7,7,6,8,3,4,4,5,6,5,0,0,0,0,0,0,0,0,0,0,6,9,6,4,4,7,4,5,3,5,0,0,0,0,0,0,0,0,0,0,4,4,3,5,7,6,5,8,4,4,0,0,3,1,0,0,0,0,0,1,5,4,2,2,4,5,3,5,3,1,6,3,4,4,4,4,5,6,3,1,0,0,2,0,0,0,1,0,1,0
"69",2,3,3,5,3,4,2,2,3,3,0,0,0,0,0,0,0,0,0,0,5,0,3,2,4,2,3,0,5,3,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,2,1,1,2,3,0,1,0,2,1,1,0,0,0,2,1,2,4,2,5,4,1,2,1,3,2,1,3,3,1,3,5,1,1,1,2,0,0,0,0,1,0,0,0,0
"70",18,9,11,8,10,7,10,6,7,10,0,0,0,0,0,0,0,0,0,0,10,10,12,12,8,11,6,7,9,6,0,0,0,0,0,0,0,0,0,0,10,12,9,11,7,12,9,6,10,8,1,0,0,0,0,0,0,0,0,0,13,10,10,10,8,8,4,10,4,9,8,11,11,10,9,7,8,7,6,10,0,0,4,0,1,0,2,0,0,0
"71",9,5,3,6,6,5,6,3,5,1,0,0,0,0,0,0,0,0,0,0,6,10,4,5,6,3,2,3,4,2,0,0,0,0,0,0,0,0,0,0,8,10,4,7,4,4,4,2,3,4,0,0,0,0,1,0,1,1,0,0,10,8,12,7,8,6,6,6,6,3,9,8,7,7,6,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0
"72",4,6,2,1,2,3,3,4,3,6,0,0,0,0,0,0,0,0,0,0,2,5,4,5,4,3,5,3,6,1,0,0,0,0,0,0,0,0,0,0,3,7,5,3,4,6,2,6,5,2,0,0,0,0,0,1,2,0,0,0,2,3,4,3,5,6,4,7,3,2,5,3,3,4,6,2,1,1,3,3,0,1,0,0,0,0,0,0,0,0
"73",4,8,15,7,7,4,3,5,4,9,0,0,0,0,0,0,0,0,0,0,3,11,7,7,4,7,5,7,5,5,0,0,0,0,0,0,0,0,0,0,11,7,7,9,10,9,10,4,7,4,2,0,0,1,2,2,0,0,0,0,15,12,8,8,8,10,11,5,5,9,7,5,9,5,9,9,7,10,3,4,1,0,0,1,1,0,1,1,0,0
